2014-09-01,19400
2014-09-02,34700
2014-09-03,25000
2014-09-04,52100
2014-09-05,12700
2014-09-06,64900
2014-09-07,44400
2014-09-08,53700
2014-09-09,47500
2014-09-10,66500
2014-09-11,39700
2014-09-12,23600
2014-09-13,110600
2014-09-14,90400
2014-09-15,36500
2014-09-16,96300
2014-09-17,37500
2014-09-18,13600
2014-09-19,38100
2014-09-20,53400
2014-09-21,85700
2014-09-22,81100
2014-09-23,61500
2014-09-24,137700
2014-09-25,86200
2014-09-26,74300
2014-09-27,89500
2014-09-28,37500
2014-09-29,55200
2014-09-30,123300
2014-10-01,69400
2014-10-02,64950
2014-10-03,69700
2014-10-04,89200
2014-10-05,76600
2014-10-06,105500
2014-10-07,137600
2014-10-08,61600
2014-10-09,24800
2014-10-10,106300
2014-10-11,108300
2014-10-12,102500
2014-10-13,41500
2014-10-14,58000
2014-10-15,124800
2014-10-16,70800
2014-10-17,88000
2014-10-18,135400
2014-10-19,108800
2014-10-20,42000
2014-10-21,49300
2014-10-22,64500
2014-10-23,83000
2014-10-24,58400
2014-10-25,97300
2014-10-26,78200
2014-10-27,58100
2014-10-28,26900
2014-10-29,81200
2014-10-30,100800
2014-10-31,104500
2014-11-01,79600
2014-11-02,104600
2014-11-03,33500
2014-11-04,80700
2014-11-05,30700
2014-11-06,119000
2014-11-07,129300
2014-11-08,149200
2014-11-09,138400
2014-11-10,67000
2014-11-11,124500
2014-11-12,80000
2014-11-13,116200
2014-11-14,68300
2014-11-15,79200
2014-11-16,97200
2014-11-17,42200
2014-11-18,75200
2014-11-19,42400
2014-11-20,108300
2014-11-21,197300
2014-11-22,82400
2014-11-23,130500
2014-11-24,83100
2014-11-25,62200
2014-11-26,92900
2014-11-27,111900
2014-11-28,105500
2014-11-29,137200
2014-11-30,88000
2014-12-01,64400
2014-12-02,77400
2014-12-03,103700
2014-12-04,77300
2014-12-05,143300
2014-12-06,128200
2014-12-07,184000
2014-12-08,49100
2014-12-09,109100
2014-12-10,79600
2014-12-11,50100
2014-12-12,133700
2014-12-13,34800
2014-12-14,105200
2014-12-15,50000
2014-12-16,95400
2014-12-17,101600
2014-12-18,73300
2014-12-19,100700
2014-12-20,117300
2014-12-21,89600
2014-12-22,45200
2014-12-23,125000
2014-12-24,113900
2014-12-25,150300
2014-12-26,99200
2014-12-27,105800
2014-12-28,59900
2014-12-29,85700
2014-12-30,127900
2014-12-31,83200
2015-01-01,183300
2015-01-02,55500
2015-01-03,84100
2015-01-04,45200
2015-01-05,85000
2015-01-06,76600
2015-01-07,131100
2015-01-08,90600
2015-01-09,106400
2015-01-10,53300
2015-01-11,141600
2015-01-12,120400
2015-01-13,105900
2015-01-14,58600
2015-01-15,113400
2015-01-16,82200
2015-01-17,136000
2015-01-18,100800
2015-01-19,88200
2015-01-20,93700
2015-01-21,89100
2015-01-22,18900
2015-01-23,99900
2015-01-24,70000
2015-01-25,57200
2015-01-26,105300
2015-01-27,81200
2015-01-28,34500
2015-01-29,45500
2015-01-30,37600
2015-01-31,22300
