2014-11-28,150700
2014-11-29,138500
2014-11-30,189800
2014-12-01,185400
2014-12-02,154800
2014-12-03,200200
2014-12-04,192100
2014-12-05,190900
2014-12-06,200200
2014-12-07,193200
2014-12-08,155100
2014-12-09,155400
2014-12-10,162500
2014-12-11,140800
2014-12-12,155500
2014-12-13,151200
2014-12-14,167700
2014-12-15,137700
2014-12-16,134900
2014-12-17,135300
2014-12-18,126400
2014-12-19,201200
2014-12-20,159900
2014-12-21,172100
2014-12-22,107700
2014-12-23,121900
2014-12-24,144100
2014-12-25,139600
2014-12-26,134100
2014-12-27,121800
2014-12-28,115500
2014-12-29,94500
2014-12-30,123000
2014-12-31,111900
2015-01-01,109200
2015-01-02,84500
2015-01-03,54000
2015-01-04,90400
2015-01-05,113700
2015-01-06,123400
2015-01-07,133500
2015-01-08,101500
2015-01-09,129900
2015-01-10,55200
2015-01-11,98100
2015-01-12,100200
2015-01-13,73200
2015-01-14,74800
2015-01-15,95400
2015-01-16,59300
2015-01-17,50200
2015-01-18,36200
2015-01-19,1500
