2014-09-01,241400
2014-09-02,196780
2014-09-03,163330
2014-09-04,261890
2014-09-05,237010
2014-09-06,169330
2014-09-07,249780
2014-09-08,210040
2014-09-09,244850
2014-09-10,313280
2014-09-11,218970
2014-09-12,224530
2014-09-13,245150
2014-09-14,358980
2014-09-15,520450
2014-09-16,467550
2014-09-17,422550
2014-09-18,532460
2014-09-19,394190
2014-09-20,291400
2014-09-21,382990
2014-09-22,486250
2014-09-23,471060
2014-09-24,486530
2014-09-25,495190
2014-09-26,399110
2014-09-27,270200
2014-09-28,458590
2014-09-29,420700
2014-09-30,349500
2014-10-01,210400
2014-10-02,191150
2014-10-03,154800
2014-10-04,235100
2014-10-05,241050
2014-10-06,290000
2014-10-07,213540
2014-10-08,448750
2014-10-09,560300
2014-10-10,444500
2014-10-11,420350
2014-10-12,283250
2014-10-13,497400
2014-10-14,566700
2014-10-15,543300
2014-10-16,560800
2014-10-17,368500
2014-10-18,314550
2014-10-19,357900
2014-10-20,520550
2014-10-21,483300
2014-10-22,523200
2014-10-23,465800
2014-10-24,484675
2014-10-25,290350
2014-10-26,257080
2014-10-27,472350
2014-10-28,509100
2014-10-29,489850
2014-10-30,408800
2014-10-31,434400
2014-11-01,296730
2014-11-02,277700
2014-11-03,575200
2014-11-04,595500
2014-11-05,550450
2014-11-06,540000
2014-11-07,384200
2014-11-08,290450
2014-11-09,302550
2014-11-10,474700
2014-11-11,545200
2014-11-12,506800
2014-11-13,455450
2014-11-14,429100
2014-11-15,304500
2014-11-16,297500
2014-11-17,436350
2014-11-18,462850
2014-11-19,395250
2014-11-20,473750
2014-11-21,597450
2014-11-22,240200
2014-11-23,218200
2014-11-24,399000
2014-11-25,424900
2014-11-26,459100
2014-11-27,509850
2014-11-28,396400
2014-11-29,266375
2014-11-30,290140
2014-12-01,527800
2014-12-02,513550
2014-12-03,577900
2014-12-04,517100
2014-12-05,453300
2014-12-06,323640
2014-12-07,283025
2014-12-08,516300
2014-12-09,440050
2014-12-10,424750
2014-12-11,525600
2014-12-12,422370
2014-12-13,294200
2014-12-14,354675
2014-12-15,492300
2014-12-16,554110
2014-12-17,588900
2014-12-18,517000
2014-12-19,505490
2014-12-20,418200
2014-12-21,415100
2014-12-22,495650
2014-12-23,496650
2014-12-24,551600
2014-12-25,443850
2014-12-26,420450
2014-12-27,388850
2014-12-28,356900
2014-12-29,518200
2014-12-30,461250
2014-12-31,419350
2015-01-01,307150
2015-01-02,432900
2015-01-03,363350
2015-01-04,459600
2015-01-05,409750
2015-01-06,397200
2015-01-07,384600
2015-01-08,339150
2015-01-09,482650
2015-01-10,287000
2015-01-11,260300
2015-01-12,352600
2015-01-13,291800
2015-01-14,246950
2015-01-15,313700
2015-01-16,340900
2015-01-17,234550
2015-01-18,233300
2015-01-19,256600
2015-01-20,205150
2015-01-21,160500
