2014-09-01,86130
2014-09-02,84700
2014-09-03,109350
2014-09-04,107760
2014-09-05,89140
2014-09-06,105070
2014-09-07,103850
2014-09-08,99800
2014-09-09,103750
2014-09-10,89670
2014-09-11,82550
2014-09-12,94650
2014-09-13,147840
2014-09-14,162080
2014-09-15,99300
2014-09-16,118490
2014-09-17,105170
2014-09-18,115460
2014-09-19,117420
2014-09-20,130430
2014-09-21,136450
2014-09-22,92850
2014-09-23,111950
2014-09-24,99570
2014-09-25,95200
2014-09-26,119270
2014-09-27,122340
2014-09-28,106743
2014-09-29,86670
2014-09-30,118150
2014-10-01,95950
2014-10-02,73530
2014-10-03,91380
2014-10-04,84790
2014-10-05,91980
2014-10-06,103120
2014-10-07,112730
2014-10-08,85820
2014-10-09,93540
2014-10-10,90070
2014-10-11,118600
2014-10-12,140680
2014-10-13,142650
2014-10-14,139510
2014-10-15,118370
2014-10-16,111900
2014-10-17,117740
2014-10-18,139670
2014-10-19,130300
2014-10-20,109190
2014-10-21,130520
2014-10-22,116710
2014-10-23,145070
2014-10-24,113650
2014-10-25,123570
2014-10-26,141630
2014-10-27,119430
2014-10-28,116300
2014-10-29,116540
2014-10-30,127940
2014-10-31,114810
2014-11-01,139230
2014-11-02,143130
2014-11-03,128360
2014-11-04,119970
2014-11-05,113960
2014-11-06,108710
2014-11-07,116690
2014-11-08,149700
2014-11-09,145540
2014-11-10,121490
2014-11-11,122390
2014-11-12,101700
2014-11-13,125840
2014-11-14,105940
2014-11-15,158720
2014-11-16,145710
2014-11-17,109920
2014-11-18,136230
2014-11-19,116910
2014-11-20,120090
2014-11-21,120630
2014-11-22,106450
2014-11-23,111110
2014-11-24,102360
2014-11-25,118840
2014-11-26,105865
2014-11-27,79920
2014-11-28,119800
2014-11-29,123210
2014-11-30,135480
2014-12-01,118020
2014-12-02,115120
2014-12-03,122950
2014-12-04,94320
2014-12-05,126330
2014-12-06,136490
2014-12-07,124380
2014-12-08,87150
2014-12-09,115360
2014-12-10,117060
2014-12-11,100890
2014-12-12,105990
2014-12-13,137770
2014-12-14,121160
2014-12-15,106650
2014-12-16,161560
2014-12-17,117350
2014-12-18,91870
2014-12-19,114120
2014-12-20,127970
2014-12-21,112540
2014-12-22,81460
2014-12-23,93400
2014-12-24,81650
2014-12-25,98310
2014-12-26,95710
2014-12-27,129210
2014-12-28,131740
2014-12-29,110160
2014-12-30,80140
2014-12-31,73860
2015-01-01,99390
2015-01-02,94460
2015-01-03,82980
2015-01-04,97350
2015-01-05,84620
2015-01-06,99020
2015-01-07,80840
2015-01-08,84160
2015-01-09,87950
2015-01-10,106580
2015-01-11,101020
2015-01-12,87110
2015-01-13,97770
2015-01-14,73450
2015-01-15,82890
2015-01-16,99975
2015-01-17,95070
2015-01-18,103750
2015-01-19,76030
2015-01-20,73690
2015-01-21,75000
2015-01-22,101700
2015-01-23,95050
2015-01-24,137200
2015-01-25,126010
2015-01-26,122250
2015-01-27,126520
2015-01-28,128230
2015-01-29,108870
2015-01-30,134460
2015-01-31,122450
