2014-10-23,230270
2014-10-24,246700
2014-10-25,240510
2014-10-26,256280
2014-10-27,252510
2014-10-28,259850
2014-10-29,184790
2014-10-30,235010
2014-10-31,181150
2014-11-01,206380
2014-11-02,164730
2014-11-03,328150
2014-11-04,248920
2014-11-05,221170
2014-11-06,245410
2014-11-07,315670
2014-11-08,194600
2014-11-09,183760
2014-11-10,300500
2014-11-11,236770
2014-11-12,256360
2014-11-13,261130
2014-11-14,203520
2014-11-15,252930
2014-11-16,196600
2014-11-17,247420
2014-11-18,249720
2014-11-19,209990
2014-11-20,235310
2014-11-21,350300
2014-11-22,224890
2014-11-23,211060
2014-11-24,292770
2014-11-25,220000
2014-11-26,246330
2014-11-27,244010
2014-11-28,238980
2014-11-29,177770
2014-11-30,163640
2014-12-01,259380
2014-12-02,262170
2014-12-03,153868
2014-12-04,227660
2014-12-05,219090
2014-12-06,210890
2014-12-07,163760
2014-12-08,235380
2014-12-09,327020
2014-12-10,194300
2014-12-11,248700
2014-12-12,41520
2014-12-13,196660
2014-12-14,161000
2014-12-15,250648
2014-12-16,211750
2014-12-17,163160
2014-12-18,260440
2014-12-19,225130
2014-12-20,190120
2014-12-21,186040
2014-12-22,217540
2014-12-23,292020
2014-12-24,466080
2014-12-25,173670
2014-12-26,234810
2014-12-27,179560
2014-12-28,168340
2014-12-29,222460
2014-12-30,245010
2014-12-31,160680
2015-01-01,139410
2015-01-02,110770
2015-01-03,177370
2015-01-04,209640
2015-01-05,170950
2015-01-06,117310
2015-01-07,168740
2015-01-08,147560
2015-01-09,185910
2015-01-10,162040
2015-01-11,182630
2015-01-12,138710
2015-01-13,105050
2015-01-14,83020
2015-01-15,87850
2015-01-16,93320
2015-01-17,57490
2015-01-18,64180
2015-01-19,68050
2015-01-20,66990
2015-01-21,25710
