2014-09-01,38000
2014-09-02,38800
2014-09-03,33200
2014-09-04,36800
2014-09-05,38400
2014-09-06,19600
2014-09-07,10400
2014-09-08,10400
2014-09-09,38000
2014-09-10,43600
2014-09-11,68000
2014-09-12,126000
2014-09-13,53200
2014-09-14,66800
2014-09-15,130400
2014-09-16,162400
2014-09-17,173200
2014-09-18,138800
2014-09-19,238400
2014-09-20,94000
2014-09-21,76800
2014-09-22,145600
2014-09-23,208400
2014-09-24,175200
2014-09-25,174000
2014-09-26,184800
2014-09-27,68000
2014-09-28,162000
2014-09-29,211200
2014-09-30,216800
2014-10-01,48400
2014-10-02,41200
2014-10-03,44400
2014-10-04,47200
2014-10-05,44400
2014-10-06,47600
2014-10-07,63600
2014-10-08,187200
2014-10-09,182000
2014-10-10,197200
2014-10-11,195200
2014-10-12,94800
2014-10-13,192000
2014-10-14,223600
2014-10-15,210800
2014-10-16,186800
2014-10-17,228800
2014-10-18,50400
2014-10-19,70000
2014-10-20,200400
2014-10-21,222000
2014-10-22,244800
2014-10-23,207200
2014-10-24,240000
2014-10-25,62000
2014-10-26,49600
2014-10-27,196800
2014-10-28,278000
2014-10-29,220400
2014-10-30,228800
2014-10-31,207600
2014-11-01,66800
2014-11-02,59200
2014-11-03,185200
2014-11-04,200400
2014-11-05,238800
2014-11-06,170800
2014-11-07,230800
2014-11-08,66400
2014-11-09,47600
2014-11-10,198000
2014-11-11,221200
2014-11-12,231200
2014-11-13,97200
2014-11-14,195200
2014-11-16,86400
2014-11-17,312800
2014-11-18,233200
2014-11-19,212400
2014-11-20,187600
2014-11-21,250000
2014-11-22,48400
2014-11-23,61600
2014-11-24,196400
2014-11-25,176800
2014-11-26,202400
2014-11-27,152400
2014-11-28,194400
2014-11-29,64000
2014-11-30,52800
2014-12-01,208400
2014-12-02,194000
2014-12-03,180000
2014-12-04,162000
2014-12-05,211600
2014-12-06,60000
2014-12-07,64400
2014-12-08,214400
2014-12-09,186000
2014-12-10,205200
2014-12-11,183600
2014-12-12,230000
2014-12-13,52800
2014-12-14,34800
2014-12-15,222000
2014-12-16,201600
2014-12-17,215600
2014-12-18,151600
2014-12-19,208800
2014-12-20,59200
2014-12-21,68000
2014-12-22,211200
2014-12-23,198400
2014-12-24,247200
2014-12-25,198000
2014-12-26,208800
2014-12-27,40400
2014-12-28,47600
2014-12-29,166000
2014-12-30,208400
2014-12-31,239600
2015-01-01,29600
2015-01-02,28400
2015-01-03,31200
2015-01-04,146400
2015-01-05,129600
2015-01-06,142400
2015-01-07,148000
2015-01-08,189600
2015-01-09,199600
2015-01-10,44000
2015-01-11,50800
2015-01-12,179200
2015-01-13,145200
2015-01-14,148800
2015-01-15,179600
2015-01-16,161600
2015-01-17,44000
2015-01-18,52000
2015-01-19,141200
2015-01-20,143600
2015-01-21,146800
2015-01-22,60400
2015-01-23,58800
2015-01-24,27600
2015-01-25,27600
2015-01-26,57600
2015-01-27,57600
2015-01-28,61200
2015-01-29,64000
2015-01-30,61600
2015-01-31,9600
