2014-09-01,487430
2014-09-02,463910
2014-09-03,400900
2014-09-04,438696
2014-09-05,474620
2014-09-06,395580
2014-09-07,390370
2014-09-08,440770
2014-09-09,424190
2014-09-10,354460
2014-09-11,232560
2014-09-12,287610
2014-09-13,428960
2014-09-14,605650
2014-09-15,719410
2014-09-16,765230
2014-09-17,810380
2014-09-18,775405
2014-09-19,774720
2014-09-20,430640
2014-09-21,406120
2014-09-22,855810
2014-09-23,896500
2014-09-24,777350
2014-09-25,803480
2014-09-26,712980
2014-09-27,421430
2014-09-28,815450
2014-09-29,741540
2014-09-30,765220
2014-10-01,327020
2014-10-02,272560
2014-10-03,267740
2014-10-04,277940
2014-10-05,296990
2014-10-06,268395
2014-10-07,324060
2014-10-08,665205
2014-10-09,770250
2014-10-10,727010
2014-10-11,807495
2014-10-12,397340
2014-10-13,810100
2014-10-14,898965
2014-10-15,783850
2014-10-16,811990
2014-10-17,713290
2014-10-18,401770
2014-10-19,364524
2014-10-20,764055
2014-10-21,834610
2014-10-22,650150
2014-10-23,779580
2014-10-24,636760
2014-10-25,345460
2014-10-26,310420
2014-10-27,735910
2014-10-28,810410
2014-10-29,716080
2014-10-30,730090
2014-10-31,636120
2014-11-01,333020
2014-11-02,328300
2014-11-03,823300
2014-11-04,871230
2014-11-05,696750
2014-11-06,742420
2014-11-07,694090
2014-11-08,336200
2014-11-09,363420
2014-11-10,749550
2014-11-11,786980
2014-11-12,738065
2014-11-13,779460
2014-11-14,702850
2014-11-15,391870
2014-11-16,367970
2014-11-17,762620
2014-11-18,809550
2014-11-19,695510
2014-11-20,689685
2014-11-21,635195
2014-11-22,296850
2014-11-23,281460
2014-11-24,669750
2014-11-25,811760
2014-11-26,725800
2014-11-27,746970
2014-11-28,684350
2014-11-29,353925
2014-11-30,360680
2014-12-01,835610
2014-12-02,890930
2014-12-03,723960
2014-12-04,803710
2014-12-05,697640
2014-12-06,323210
2014-12-07,324930
2014-12-08,742860
2014-12-09,837870
2014-12-10,740870
2014-12-11,760640
2014-12-12,687380
2014-12-13,384670
2014-12-14,351100
2014-12-15,778936
2014-12-16,880870
2014-12-17,729800
2014-12-18,809970
2014-12-19,691530
2014-12-20,430550
2014-12-21,400060
2014-12-22,934110
2014-12-23,894440
2014-12-24,706609
2014-12-25,748430
2014-12-26,721460
2014-12-27,475520
2014-12-28,476340
2014-12-29,723260
2014-12-30,784300
2014-12-31,563410
2015-01-01,384410
2015-01-02,413000
2015-01-03,410410
2015-01-04,691560
2015-01-05,534620
2015-01-06,535900
2015-01-07,509780
2015-01-08,489370
2015-01-09,438020
2015-01-10,421110
2015-01-11,427750
2015-01-12,450920
2015-01-13,516770
2015-01-14,332560
2015-01-15,396590
2015-01-16,323130
2015-01-17,268680
2015-01-18,276570
2015-01-19,299880
2015-01-20,302440
2015-01-21,253920
2015-01-22,144060
