2014-10-18,151900
2014-10-19,131000
2014-10-20,166000
2014-10-21,141500
2014-10-22,202000
2014-10-23,238500
2014-10-24,321500
2014-10-25,476500
2014-10-26,523000
2014-10-27,349000
2014-10-28,403000
2014-10-30,330500
2014-10-31,534500
2014-11-01,336000
2014-11-02,267500
2014-11-03,307000
2014-11-04,230000
2014-11-05,420000
2014-11-06,290500
2014-11-07,459500
2014-11-08,299500
2014-11-09,256000
2014-11-10,257000
2014-11-11,219500
2014-11-12,381000
2014-11-13,279000
2014-11-14,376500
2014-11-15,315300
2014-11-16,289000
2014-11-17,214500
2014-11-18,252000
2014-11-19,209500
2014-11-20,298000
2014-11-21,261500
2014-11-22,303500
2014-11-23,264600
2014-11-24,139000
2014-11-25,172000
2014-11-26,354000
2014-11-27,201000
2014-11-28,330500
2014-11-29,369500
2014-11-30,277600
2014-12-01,177000
2014-12-02,202000
2014-12-03,209000
2014-12-04,179000
2014-12-05,301000
2014-12-06,222000
2014-12-07,166000
2014-12-08,188500
2014-12-09,188500
2014-12-10,215000
2014-12-11,190500
2014-12-12,264000
2014-12-13,214500
2014-12-14,222500
2014-12-15,112500
2014-12-16,156000
2014-12-17,184000
2014-12-18,142000
2014-12-19,237500
2014-12-20,217500
2014-12-21,187000
2014-12-22,153500
2014-12-23,199000
2014-12-24,145500
2014-12-25,192000
2014-12-26,192000
2014-12-27,240000
2014-12-28,202000
2014-12-29,175000
2014-12-30,176000
2014-12-31,216000
2015-01-01,88000
2015-01-02,177500
2015-01-03,144000
2015-01-04,186500
2015-01-05,140000
2015-01-06,143500
2015-01-07,187500
2015-01-08,197500
2015-01-09,249500
2015-01-10,238500
2015-01-11,209000
2015-01-12,167500
2015-01-13,112500
2015-01-14,132500
2015-01-15,202000
2015-01-16,221500
2015-01-17,242000
2015-01-18,180000
2015-01-19,139500
2015-01-20,181500
2015-01-21,156500
2015-01-22,185500
2015-01-23,183000
2015-01-24,179500
2015-01-25,172000
2015-01-26,161500
2015-01-27,108500
2015-01-28,161000
2015-01-29,104000
2015-01-30,120000
2015-01-31,145000
