05:30:00,0
05:40:00,0
05:50:00,0
06:00:00,-1
06:10:00,3
06:20:00,28
06:30:00,57
06:40:00,96
06:50:00,159
07:00:00,244
07:10:00,356
07:20:00,469
07:30:00,495
07:40:00,394
07:50:00,325
08:00:00,345
08:10:00,386
08:20:00,404
08:30:00,412
08:40:00,366
08:50:00,328
09:00:00,277
09:10:00,215
09:20:00,151
09:30:00,109
09:40:00,34
09:50:00,24
10:00:00,16
10:10:00,34
10:20:00,23
10:30:00,54
10:40:00,91
10:50:00,197
11:00:00,379
11:10:00,693
11:20:00,855
11:30:00,1087
11:40:00,1284
11:50:00,1053
12:00:00,734
12:10:00,500
12:20:00,331
12:30:00,213
12:40:00,117
12:50:00,52
13:00:00,19
13:10:00,6
13:20:00,1
13:30:00,0
13:40:00,0
13:50:00,0
14:00:00,0
14:10:00,0
14:20:00,0
14:30:00,0
14:40:00,0
14:50:00,0
15:00:00,0
15:10:00,0
15:20:00,0
15:30:00,0
15:40:00,1
15:50:00,4
16:00:00,12
16:10:00,33
16:20:00,71
16:30:00,124
16:40:00,206
16:50:00,389
17:00:00,645
17:10:00,843
17:20:00,984
17:30:00,945
17:40:00,835
17:50:00,642
18:00:00,673
18:10:00,311
18:20:00,177
18:30:00,102
18:40:00,50
18:50:00,20
19:00:00,6
19:10:00,1
19:20:00,0
19:30:00,0
19:40:00,0
19:50:00,0
20:00:00,0
20:10:00,0
20:20:00,0
20:30:00,0
20:40:00,0
20:50:00,0
21:00:00,0
21:10:00,0
21:20:00,0
21:30:00,0
21:40:00,0
21:50:00,5
22:00:00,21
22:10:00,0
22:20:00,0
